dishID,dishname,prep_time,ingre_list,num_servings,nutri_guide,skills_needed,age_range,meal_type
0069,Kimchi Rice Recipe,20,"2 tbsp oil, 1 pc onion, chopped, 6 cloves garlic, chopped, 1 cup prepared kimchi, 2 cups cooked rice, 2-3 tsp Knorr Liquid Seasoning, ½ tsp chili powder",04-May,"Calories: 350, Protein: 8g, Carbs: 60g, Fats: 10g",Beginner,"Kids, Teens, Adults, Elders",Appetizer
0070,Pesto Penne Recipe,35,"200 g penne, water, to cover, 1 pc Knorr Beef Cube, 2-3 tbsp prepared pesto sauce, cheese, for serving",04-May,"Calories: 400, Protein: 12g, Carbs: 60g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Pasta/Noodles
0071,Mixed Veg Tri-Color Pasta Recipe,30,"1 pc eggplant, sliced, 3 pcs tomatoes, sliced, ½ pc zucchini, sliced, 1-2 tbsp Knorr Liquid Seasoning, 1 cup olive oil, assorted fresh herbs of your choice, roughly chopped, ground black pepper, oil for frying/grilling, 400 g tri-color pasta, cooked al dente",04-May,"Calories: 350, Protein: 8g, Carbs: 50g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Pasta/Noodles
0072,Pinangat Recipe,40,"2 tbsp oil, 1 pc onion, chopped, 4 cloves garlic, chopped, 1 pc 2-inch ginger, chopped, ½ kg ground pork, 2-3 tsp shrimp paste, 6-8 pcs gabi leaves, 10 stalks lemongrass (8 pcs boiled in water until soft and 2 pcs pounded), 2 packs Knorr Ginataang Gulay Recipe Mix, 2 cups water, 3-4 pcs siling labuyo",04-May,"Calories: 320, Protein: 18g, Carbs: 20g, Fats: 15g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0073,Pork and Beans Guisado Recipe,25,"2 tbsp oil, 1 pc onion, chopped, 4 cloves garlic, chopped, 1 pc Knorr Pork Cube, ½ kg ground pork, 1 pc carrot, diced, 200 g string beans, sliced, Knorr Liquid Seasoning, to taste, ground black pepper to taste",04-May,"Calories: 290, Protein: 20g, Carbs: 25g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0074,Heart-Healthy Hardinera Recipe,90,"¼ kg tokwa, diced, 3 cloves garlic, minced, 1 pc white onion, chopped, 1 cup chicken, skinless, diced, 1 pc Knorr Chicken Cube, 1 pc carrot, medium, diced, ½ cup tomato sauce, 4 pcs egg, beaten, 1 tbsp cornstarch, 1 pc bell pepper, diced, ¼ cup pickle relish, minced, ¼ cup raisins, ¼ cup cheddar cheese, cubed, ½ cup breadcrumbs, 1 small can pineapple tidbits",04-May,"Calories: 400, Protein: 25g, Carbs: 30g, Fats: 20g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0075,Pork and Sayote Guisado Recipe,20,"2 tbsp oil, 1 pc onion, chopped, 4 cloves garlic, chopped, 1 pc Knorr Pork Cube, ½ kg ground pork, ½ pc sayote, sliced into bite-size pcs, ½ cup water, Knorr Liquid Seasoning, to taste, ground black pepper, to taste",04-May,"Calories: 250, Protein: 20g, Carbs: 15g, Fats: 12g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0076,Vegetable Pasta Salad in Barbecue Dressing,25,"½ kg fusilli pasta, cooked, ½ cup whole corn kernel, ½ large green bell pepper, sliced into strips, ½ large tomato, seeded and sliced into strips, ½ medium red onion, peeled and sliced, ½ pc cabbage, sliced thinly, ½ cup ham, diced, ½ tsp cayenne pepper, ¼ tsp cumin powder, ¾ cup barbecue sauce, 1 pc Knorr Pork Cube, diluted in ¼ cup extra virgin olive oil, 1 tbsp Knorr Liquid Seasoning, ¼ pc lemon (optional), ¼ cup cilantro, chopped (optional)",04-May,"Calories: 380, Protein: 10g, Carbs: 60g, Fats: 12g",Beginner,"Kids, Teens, Adults, Elders",Pasta/Noodles
0077,Beefy Sopas Recipe,50,"2 tbsp cooking oil, 1 pc onion, chopped, 2 cloves garlic, chopped, 2 cups evaporated milk, 1 cup water, 2 pcs Knorr Beef Cube, ½ pc carrots, diced, 1 stalk celery, diced, ¼ pc cabbage, shredded, 300 g cooked macaroni noodles, pepper to taste",04-May,"Calories: 400, Protein: 20g, Carbs: 45g, Fats: 15g",Intermediate,"Kids, Teens, Adults, Elders","Soup, Beef Recipe"
0078,Ginisang Monggo with Sotanghon Recipe,55,"1 cup dried munggo (mung beans), washed and drained, 100 g sotanghon, soaked and drained, 300 g shrimp, peeled, 2 cloves garlic, minced, 1 pc onion, minced, 1 large tomato, chopped, 1 bunch dahon ng ampalaya, stems trimmed, 7 cups water, 1 tbsp fish sauce, Knorr Fish Cubes, 1 tbsp oil, pepper, to taste",04-May,"Calories: 280, Protein: 25g, Carbs: 40g, Fats: 6g",Advanced,"Kids, Teens, Adults, Elders","Soup, Vegetable Dishes"
0079,Laing Pizza Recipe,30,"1 tbsp cooking oil, 1 piece onion, chopped, 2 cloves garlic, chopped, 2 tbsp ginger, chopped, ¼ cup pork liempo strips, 1 cup water, 1 pack (45g) Knorr Ginataang Gulay Mix, 3 cups laing leaves, 1 cup cheese, grated, 1 sili sigang, sliced, 2 pieces 12-inch pizza",04-May,"Calories: 400, Protein: 15g, Carbs: 40g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
0080,Pork and Potato Curry Recipe,45,"1 tbsp oil, ½ pc white onion, chopped, ½ kg pork kasim cut into large cubes, 2½ cup water, ½ pc Knorr Pork Cube, 1½ tsp curry powder, 2 pcs potatoes, cut into medium dice, 2 pcs red and green bell peppers, cut into large dice",04-May,"Calories: 500, Protein: 30g, Carbs: 35g, Fats: 25g",Intermediate,"Kids, Teens, Adults, Elders","Vegetable Dishes, Meat Recipe"
0081,Shrimp Sinigang Salad Recipe,20,"1 tbsp olive oil, 2 tbsp butter, 2 cloves garlic, minced, ½ kg suahe, peeled and deveined, 4 cups mixed green salad, 3 pieces tomatoes, quartered, 1 pc red onion, sliced thinly, ½ cup pitted olives (optional), ½ cup labanos, peeled and sliced paper thin, 1 tbsp Knorr Sinigang sa Sampalok Mix, ¼ cup boiling water, 5 g dried oregano (optional), salt and pepper to taste",04-May,"Calories: 220, Protein: 25g, Carbs: 12g, Fats: 10g",Beginner,"Kids, Teens, Adults, Elders","Seafood Recipe, Appetizer"
0082,Stir Fried Ground Pork with Beans Recipe,30,"2 tbsp oil, 4 cloves garlic, chopped, ¼ kg ground pork, 2 tbsp Knorr Liquid Seasoning, ½ kg Baguio beans, cut into half, ¼ tsp ground black pepper, 1 tsp white sugar",04-May,"Calories: 290, Protein: 20g, Carbs: 15g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0083,Creamy Peanut Pasta Recipe,40,"4 tbsps olive oil, 2 tbsps butter, 1 pc onion, chopped, 2 cloves garlic, chopped, 250 g chicken breast, cubed, 1½ pc Knorr Chicken Cube, 1 cup all-purpose cream, ½ cup peanut butter, 500 g cooked penne noodles, toasted sesame seeds and chopped leeks for garnish",04-May,"Calories: 600, Protein: 25g, Carbs: 70g, Fats: 30g",Intermediate,"Kids, Teens, Adults, Elders","Chicken recipe, Pasta/Noodles"
0084,Ginataang Mais Recipe,35,"1 tbsp butter, 1 piece onion, chopped, 2 cloves garlic, chopped, 1 can whole kernel corn, drained, 1 cup water, 1 pack (33g) Knorr Ginataang Gulay Mix, ½ cup malunggay leaves",04-May,"Calories: 200, Protein: 5g, Carbs: 40g, Fats: 5g",Beginner,"Kids, Teens, Adults, Elders","Soup, Vegetable Dish"
0085,Pineapple Curry Fried Rice Recipe,20,"1 tbsp cooking oil, 2 tbsp chopped garlic, 2 tbsp chopped onion, 1 can pineapple chunks, do not drain, ½ cup sitaw, chopped, 1 Knorr Chicken Cube, ½ pack Knorr Ginataang Gulay Mix, 1 tbsp curry powder, 5 cups cooked rice",04-May,"Calories: 300, Protein: 8g, Carbs: 60g, Fats: 6g",Beginner,"Kids, Teens, Adults, Elders","Appetizer,  Vegetable Dish"
0086,Adobong Gata sa Luyang Dilaw Recipe,40,"3 tbsp oil, 5 cloves garlic, chopped, ½ cup luyang dilaw, sliced, ¼ kg pork liempo, ¼ kg chicken thigh fillet, ½ cup chicken liver, 2½ tbsp vinegar, 4½ cups water, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, 2 pcs finger chilies (green), ½ cup chili leaves",04-May,"Calories: 400, Protein: 20g, Carbs: 15g, Fats: 25g",Beginner,"Kids, Teens, Adults, Elders","Vegetable Dishes, Meat Recipe"
0087,Fried Lumpiang Ubod sa Gata Recipe,30,"3 tbsp oil, 1 pc onion, sliced, 5 cloves garlic, chopped, ¼ kg ground pork, ½ pc Knorr Pork Cube, ¼ cup shrimp, chopped, ½ kg ubod, cut into thin strips, ½ cup kamote, cut into thin strips, ½ cup carrots, cut into thin strips, ½ cup water, ½ pack Knorr Complete Recipe Mix Ginataang Gulay, ¼ tsp ground black pepper, For the sauce: 2 tbsp vinegar, 1 tsp garlic, chopped, ¼ tsp ground black pepper, 10 pcs lumpia wrapper, 2 cups oil",04-May,"Calories: 350, Protein: 12g, Carbs: 40g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Appetizer, Vegetable Dishes"
0088,Pork Binagoongan with Grated Santol sa Gata Recipe,40,"3 tbsp oil, 6 cloves garlic, chopped, 3 tbsp alamang, 1 pc santol, grated, soaked in water and pressed, ½ kg pork liempo, sliced, 3½ cups water, ½ pc Knorr Pork Cube, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, 2 tbsp fried garlic",04-May,"Calories: 400, Protein: 30g, Carbs: 15g, Fats: 25g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0089,Ginataang Langka with Liempo Recipe,35,"2 tbsp oil, 1 pc red onion, chopped, 4 cloves garlic, chopped, 3 pcs red tomatoes, chopped, 1 tbsp bagoong alamang, ½ kg pork liempo, medium diced, ¼ cup water, ½ kg langka (unripe), 2 cups water, 1 pack Knorr Complete Recipe Mix Ginataang Gulay",04-May,"Calories: 350, Protein: 25g, Carbs: 40g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0090,Ginataang Dahon ng Kamoteng Kahoy at Liempo Recipe,35,"¼ kg pork liempo, pan-grilled and sliced, 1 tsp salt, 3 tbsp oil, 4 cloves garlic, chopped, 2½ cups water, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, 4 cups kamoteng kahoy leaves",04-May,"Calories: 300, Protein: 20g, Carbs: 25g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0091,Pork with Laing Recipe,35,"3 tbsp oil, 3 cloves garlic, chopped, ¼ kg pork belly, medium diced, ¼ cup dried labahita, medium diced, 2 tbsp ginger strips, ½ pc Knorr Pork Cube, ¼ cup water, 3 cups water, 1½ packs Knorr Complete Recipe Mix Ginataang Gulay, 5 pcs gabi leaves (cut stem), 2 pcs finger chilies (green)",04-May,"Calories: 350, Protein: 25g, Carbs: 30g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0092,Sinigang na Liempo at Kamote sa Gata Recipe,35,"4 cups water, 1 pc white onion, quartered, 2 pcs tomatoes quartered, ½ tsp salt, ¼ tsp black pepper, ½ kg pork liempo, sliced, 1 pc gabi, large diced, 2 pcs kamote, large diced, 1 pack Knorr Sinigang sa Sampalok Mix Original, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, ¼ kg string beans, cut, ¼ kg pechay, cut into 3",04-May,"Calories: 450, Protein: 30g, Carbs: 35g, Fats: 20g",Intermediate,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0093,Sinuam Na Mais with Gata Recipe,30,"2 tbsp oil, 1 pc white onion, chopped, 2 cloves garlic, chopped, ¼ kg ground pork, 2 tbsp fish sauce, ¼ cup shrimp, sliced, ¼ tsp black pepper, ground, 1 cup yellow corn, grated, 3 cups water, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, ¼ cup sili leaves",04-May,"Calories: 350, Protein: 20g, Carbs: 30g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0094,Chicken Peanut Gyoza Recipe,40,"2 tbsp cooking oil, ½ pc small onion, minced, 125 g ground chicken, ½ cup peanut butter, ½ cup mushrooms, diced, 1 pc Knorr Chicken Cube, siomai wrapper",04-May,"Calories: 250, Protein: 15g, Carbs: 20g, Fats: 12g",Beginner,"Kids, Teens, Adults, Elders","Appetizer, Chicken Recipe"
0095,Chicken Kalabasa Curry Gata Recipe,30,"3 tbsp cooking oil, 1 pc small onion, chopped, 3 cloves garlic, minced, 500 g chicken fillet, sliced, ½ pc medium squash, peeled and cubed, 2½ cups water, 41 g (1 pack) Knorr Complete Recipe Mix Ginataang Gulay Mix, 2 tbsp curry powder, 1 pc Knorr Chicken Cube, 1 pc green siling haba",04-May,"Calories: 450, Protein: 30g, Carbs: 40g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders","Vegetable Dishes, Chicken Recipe"
0096,Chicken Monggo Recipe,40,"3 tbsp cooking oil, 1 pc small onion, chopped, 3 cloves garlic, minced, 125 g chicken, cubed, 4 cups water, ½ cup monggo beans, ½ Knorr Complete Recipe Mix Ginataang Gulay, ¼ cup bagoong, ½ cup malunggay leaves",04-May,"Calories: 300, Protein: 25g, Carbs: 35g, Fats: 10g",Beginner,"Kids, Teens, Adults, Elders","Vegetable Dishes, Chicken Recipe"
0097,Sinigang na Grilled Liempo Recipe,60,"8 cups rice washing, 3 pcs onions, quartered, 4 pcs tomatoes, quartered, 2 pcs gabi, quartered, 1 kg grilled liempo, cut into serving-size pieces, 2 pcs siling pang-sigang, 1 pc radish, sliced, 4 pcs okra, sliced, 1 (40 g) pack Knorr Sinigang sa Sampalok Mix, ½ bundle sitaw, sliced, ½ bundle kangkong, sliced",04-May,"Calories: 400, Protein: 30g, Carbs: 35g, Fats: 15g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Soup"
0098,Filipino Classic Pancit Molo Recipe,40,"¼ ground pork, 1 pc egg, beaten, 3 pcs Knorr Shrimp Broth Cubes, 3 tbsp cornstarch, 1 cup singkamas, minced, 20 pcs molo wrappers (cut 8 pcs into strips), 1 tbsp cooking oil, 1 pc small onion, chopped, 5 cloves garlic, minced and fried, 3-4 cups water, ground black pepper, to taste, 1 tbsp spring onions, chopped, 1 tbsp garlic, minced and fried",04-May,"Calories: 300, Protein: 20g, Carbs: 28g, Fats: 10g",Intermediate,"Kids, Teens, Adults, Elders","Soup, Pasta/Noodles, Appetizer"
0099,Chicken and Corn with Secret Siomai Recipe,75,"2 tsp sesame oil, 2 tbsp cornstarch, 4 cups ground pork, 3 pcs dried shiitake mushrooms, soaked, drained and minced, salt and pepper, 1 pack siomai wrappers, 1 dozen quail eggs, boiled and peeled, 2 tbsp spring onions, chopped, 1 pack Knorr Chicken and Corn Real Chinese Soup, 1 pc fresh egg, slightly beaten",04-May,"Calories: 350, Protein: 25g, Carbs: 30g, Fats: 15g",Advanced,"Kids, Teens, Adults, Elders",
0100,Sinigang na Lechon Recipe,55,"8 cups rice washing, 3 pcs onions, quartered, 4 pcs tomatoes, quartered, 2 pcs gabi, quartered, 1 kg lechon meat (lean) cut into serving portions, 2 pcs sili pansigang, 1 pc radish, sliced, 4 pcs okra, sliced, 40 g (1 pack) Knorr Sinigang sa Sampalok Original Mix",04-May,"Calories: 450, Protein: 30g, Carbs: 40g, Fats: 20g",Intermediate,"Kids, Teens, Adults, Elders","Meat Recipe, Soup"
0101,Pork Chops Oriental Recipe,40,"1 (70g) pack Knorr Cream of Mushroom, 1 cup water, 4 pcs big pork chops, ¼ cup soy sauce, 1 tsp garlic, finely chopped, 1 tsp ginger, finely chopped, 1 cup pineapple juice, ¼ cup cooking oil",04-May,"Calories: 500, Protein: 35g, Carbs: 50g, Fats: 20g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0102,Grilled Pork Chops with Sinigang Rub Recipe,30,"4 pcs pork chops (3/4 to 1 inch thickness), 1 (20 g) Knorr Sinigang sa Sampalok Mix Original, 1 tsp ground black pepper, to taste, ¼ cup sesame oil, canola oil for grilling, as needed",04-May,"Calories: 450, Protein: 30g, Carbs: 10g, Fats: 30g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Soup"
0103,Pork Adobo Recipe,55,"20 grams vegetable oil, 1 tbsp garlic, crushed, 35 grams onions, minced, ½ kg pork belly, sliced, 10 g (1 pc) Knorr Pork Cubes, 45 ml Knorr Liquid Seasoning, 100 ml water, 25 ml vinegar, 3 pcs laurel leaves, 1 tsp brown sugar, 2 grams whole black pepper",04-May,"Calories: 400, Protein: 28g, Carbs: 10g, Fats: 30g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0104,Sinigang na Pork Chops Recipe,75,"½ kg pork chops, 3-4 tbsp Knorr Liquid Seasoning, freshly ground black pepper, oil for frying, 4 cups rice washing (hugas bigas), 3 pcs onions, quartered, 4 pcs native tomatoes, quartered, 2 pcs long green chili, 1 (20g) pack Knorr Sinigang sa Sampalok Mix Original, ½ pc radish, cut into ½-inch thick rounds, 4 pcs okra, cut into half, ½ bunch kangkong, sliced into 2-inch lengths",04-May,"Calories: 450, Protein: 32g, Carbs: 40g, Fats: 18g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Soup"
0105,Crispy Ribs Sinigang Recipe,200,"6 cups rice washing (hugas bigas), 3 pcs onions, quartered, 4 pcs native tomatoes, quartered, ½ kg pork or beef ribs, cut into serving pcs., whole egg, beaten as needed, flour as needed, Knorr Liquid Seasoning, oil for frying, 1 (20g) pack Knorr Sinigang sa Sampalok Mix Original, 2 pcs long green chili, ½ pc radish, cut into ½-inch thick rounds, ½ bunch kangkong, sliced into 2-inch lengths",04-May,"Calories: 600, Protein: 35g, Carbs: 20g, Fats: 45g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0106,Surf and Turf Sinigang Recipe,40,"4 cups rice washing (hugas bigas) or plain water, 2 pcs onions, quartered, 2 pcs tomatoes, quartered, 2 pcs gabi, quartered, 1 pc green chili (sili pansigang), ¼ kg shrimp, trimmed, ¼ kg Maya-maya, cut into serving pcs., 1 pack Knorr Sinigang sa Sampalok Original 20g, ¼ pc radish, sliced, 4 pcs okra, sliced, 1 cup long beans or sitaw, sliced, ¼ kg pork sukiyaki, sautéed, 1 cup kangkong, sliced",04-May,"Calories: 450, Protein: 40g, Carbs: 30g, Fats: 15g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
0107,Pan-Grilled Porkchops Recipe,30,"½ kg pork chops (½ inch thick slices), 2 tbsp Knorr Liquid Seasoning, freshly ground black pepper, 2 tsp fresh oregano, chopped (optional) or ¼ tsp dried oregano leaves, 2 tsp fresh thyme, chopped (optional) or ¼ tsp dried thyme leaves, oil as needed",04-May,"Calories: 500, Protein: 35g, Carbs: 5g, Fats: 40g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
0108,Char Siu Ribs Recipe,140,"1 kg whole slab of ribs, trimmed, 1 cup store-bought char siu (Chinese barbecue) sauce, 4 tbsp Knorr Liquid Seasoning, freshly ground pepper, 1 tbsp fresh thyme (optional), 1 tbsp fresh rosemary (optional), 1 tbsp melted butter, 2 tbsp sesame oil",04-May,"Calories: 600, Protein: 40g, Carbs: 20g, Fats: 45g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0109,Dinakdakan Recipe,80,"½ kg pork belly (traditionally, Ilocanos use pigs mask, nape, liver, and intestines for this recipe. You may also use lean parts of pork), water to cover, 1 head garlic, crushed, black peppercorns, crushed, 2 tbsp fish sauce, 1 pc onion, chopped, 4 cloves garlic, chopped, 1 (2-inch) pc ginger, chopped, 40 ml Knorr Liquid Seasoning, mayonnaise, as needed (porks brain is traditionally used to mix with the meat), red or green chilies, chopped",02-Mar,"Calories: 550, Protein: 30g, Carbs: 10g, Fats: 50g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0110,Grilled Liempo Recipe,45,"½ kg pork belly, 2 cups barbecue sauce (store-bought), ½ cup Knorr Liquid Seasoning, 3-4 tbsp calamansi juice, ¼ cup canola oil, freshly ground pepper",04-May,"Calories: 600, Protein: 40g, Carbs: 15g, Fats: 45g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0111,Kaldereta Pizza Recipe,45,"1/2 kg ground beef or pork, 1 pack Knorr Complete Recipe Mix Kaldereta (dissolved in 2 cups water), 2 tbsp liver spread, store-bought pizza crust, 1/2 pc red bell pepper (sliced), 1/2 pc green bell pepper (sliced), pepperoni slices, cheddar cheese (grated)",04-May,"Calories: 550, Protein: 30g, Carbs: 40g, Fats: 30g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0112,Sinigang sa Pakwan Recipe,75,"1 kg pork spareribs (cut into 2-inch cubes), 2 pcs red onions (quartered), 4 pcs native tomatoes (quartered), 2 liters water, 1 kg watermelon (peeled, seeded, cut into chunks), 2 pcs gabi (peeled, cut into cubes), 2 (40g) Knorr Sinigang sa Sampaloc Mix Original, 2 pcs long green chili, 1 bundle long beans (sitaw, cut into 2½"" lengths), 1 bundle water spinach (kangkong, cut into 2½"" lengths)",04-May,"Calories: 400, Protein: 30g, Carbs: 25g, Fats: 10g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Soup"
0113,Sinuglaw Cups Recipe,40,"1/4 kg inihaw na liempo (pork belly seasoned with Knorr Sinigang sa Sampalok Mix Original then grilled, cut into cubes), 1 pc Knorr Pork Cube, 1/4 kg fresh tanigue (cut into 3/4-inch cubes), 1/2 pc cucumber (sliced), 1 cup vinegar, 1 pc medium-sized red onion (sliced), 1 pc 2-inch ginger (sliced), 2 pcs finger chilis (sliced), 3-4 pcs bird's eye chili (sliced), 4-6 pcs calamansi, 30 pcs wonton wrappers, fresh cilantro leaves (for topping)",04-May,"Calories: 300, Protein: 25g, Carbs: 20g, Fats: 15g",Intermediate,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
0114,Roast Pork Loin Recipe with Almond-Pesto Stuffing,45,"1.5 kg pork loin (cut morcon-style), 4-6 tbsp Knorr Liquid Seasoning, freshly ground pepper, 1/2 cup pesto sauce, 1/2 cup almonds (chopped), flour (as needed), 2 pcs beaten egg, 1 cup breadcrumbs, butcher's twine (as needed), gravy sauce (as needed)",04-May,"Calories: 600, Protein: 45g, Carbs: 20g, Fats: 40g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0115,Chorizo Pasta Recipe,30,"400 g any type of pasta (cooked al dente), ½ cup olive oil, 6 cloves garlic (chopped), 4 pcs chorizo de bilbao (sliced thinly), ½ cup carrots (cut into small cubes), 1 tbsp Knorr Liquid Seasoning",04-May,"Calories: 450, Protein: 20g, Carbs: 60g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Pasta/Noodles
0116,Pork Paksiw Recipe,75,"½ kg lean pork (cut into serving pcs.), 2 cups liver sauce, ¼ cup vinegar, ½ cup brown sugar, 3-4 tbsp Knorr Liquid Seasoning, 360 ml water, 1 pc Knorr Pork Cube, 1 tsp whole black peppercorns, 3 pcs bay leaves",04-May,"Calories: 500, Protein: 35g, Carbs: 20g, Fats: 30g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0117,Katsu Curry Recipe,30,"2 pcs lean pork slices (pounded), ½ cup flour, 1 pc egg (beaten), ½ cup breadcrumbs, oil for frying, 1 (29g) pack Knorr Ginataang Gulay Recipe Mix, 1 cup water, 2-3 tsp curry powder, 1 pc carrot (cut into cubes, boiled and drained), 1 pc potato (cut into cubes, boiled and drained)",02-Mar,"Calories: 400, Protein: 25g, Carbs: 50g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
0118,"Kadyos, Baboy, Langka Recipe",75,"1 kg pork hocks (cut into serving pcs.), ½ cup pigeon peas (kadyos), 2 cups young jackfruit (sliced), 5 cups water, 1 pack Knorr Sinigang sa Sampalok Original Mix, 1 pc Knorr Pork Cube, 1 2-inch pc ginger (sliced), 1 stalk lemongrass (pounded), whole black peppercorns",04-May,"Calories: 600, Protein: 40g, Carbs: 35g, Fats: 25g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dish"
0119,Paklay Recipe,30,"2 tbsp oil, 1 pc onion (chopped), 6 cloves garlic (chopped), ½ cup pork belly (sliced), ½ cup pork heart (sliced), ½ cup pork liver (sliced), ¼ cup calamansi juice, 1½ cups water, 1 pc Knorr Pork Cube, 1½ cups pineapple tidbits, 1 pc green bell pepper (sliced), 1 pc red bell pepper (sliced)",04-May,"Calories: 350, Protein: 25g, Carbs: 30g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
0120,Paksiw na Pata Recipe,135,"1 kg pork pata (ask your butcher to slice it into serving pcs), 4 cups water, 1 pc Knorr Pork Cube, ½ cup soy sauce, ½ cup vinegar, ¼ cup Knorr Liquid Seasoning, 1 head garlic (crushed), 2 tbsp brown sugar, 2 pcs bay leaves, whole black peppercorns",04-May,"Calories: 600, Protein: 35g, Carbs: 10g, Fats: 50g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0121,Pork Asado Recipe,130,"1 kg pork (whole), 2-3 tsp five spice powder, ¼ cup soy sauce, ¼ cup Knorr Liquid Seasoning, 8 cloves garlic (chopped), 2 cups water, 2 pcs bay leaves, 2 pcs star anise, whole black peppercorns",04-May,"Calories: 500, Protein: 40g, Carbs: 15g, Fats: 25g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0122,Pata Tim Recipe,105,"1 kg pork pata (ask your butcher to slice it into serving pieces), 1 cup light soy sauce, 2 cups water, 3 pcs star anise, 1/4-1/2 cup brown sugar, 1 bunch pechay (trimmed), Knorr Liquid Seasoning (to taste)",04-May,"Calories: 500, Protein: 30g, Carbs: 10g, Fats: 40g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0123,Pininyahang Pork Giniling Recipe,20,"2 tbsp oil, 1 pc onion (chopped), 4 cloves garlic (chopped), 1 pc Knorr Pork Cube, ½ kg ground pork, 1 pc carrot (diced), ½ cup green peas, ¼ cup raisins, ½ cup pineapple tidbits, Knorr Liquid Seasoning (to taste), ground black pepper (to taste)",04-May,"Calories: 400, Protein: 25g, Carbs: 35g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dish"
0124,Crispy Bicol Express Recipe,35,"½ kg pork belly (sliced), water (to cover), 1 pc Knorr Pork Cube, oil for frying, 2 tbsp oil, 2 tbsp bagoong or shrimp paste, red and green chilies (chopped, as needed), 1 (29 g) pack Knorr Ginataang Gulay Mix (dissolved in 240 ml water)",04-May,"Calories: 450, Protein: 30g, Carbs: 20g, Fats: 30g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
0125,Wonton Noodle Soup Recipe,35,"2 cups water, 1 pc Knorr Pork Cube, 4-6 pcs store-bought frozen siomai or dumplings, 200 g thin egg noodles, 1 tbsp sesame oil, black pepper (to taste), 1 tbsp spring onions (chopped), chili sauce (to taste, optional)",02-Mar,"Calories: 300, Protein: 15g, Carbs: 40g, Fats: 10g",Beginner,"Kids, Teens, Adults, Elders","Soup, Pasta/Noodles, Appetizer"
0126,Pork Ala Pobre Recipe,30,"½ kg pork (sliced into serving pieces), 1/4 to 1/2 cup Knorr Liquid Seasoning, 2 tbsp oil, 1/2 cup margarine, 1 head garlic (chopped), black pepper (to taste)",04-May,"Calories: 450, Protein: 30g, Carbs: 15g, Fats: 30g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
